id,setId,number,name,set_code,set_name,rarity,color,type,slug,hp,stage,prew_stage_name,attack,ability,text,weakness,retreat,rule
A1-111,A1,111,Heliolisk,A1,Genetic Apex,Common,Lightning,Pokemon,a1-111-heliolisk,90,Stage 1,Helioptile,"[{""info"": ""{CC} Quick Attack 40+"", ""effect"": ""Flip a coin. If heads, this attack does 40 more damage.""}]",,,Fighting,1,
A1-112,A1,112,Pincurchin,A1,Genetic Apex,Uncommon,Lightning,Pokemon,a1-112-pincurchin,70,Basic,,"[{""info"": ""{LL} Thunder Shock 30"", ""effect"": ""Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.""}]",,,Fighting,1,
A1-113,A1,113,Clefairy,A1,Genetic Apex,Common,Psychic,Pokemon,a1-113-clefairy,60,Basic,,"[{""info"": ""{P} Slap 20"", ""effect"": """"}]",,,Metal,1,
A1-114,A1,114,Clefable,A1,Genetic Apex,Uncommon,Psychic,Pokemon,a1-114-clefable,100,Stage 1,Clefairy,"[{""info"": ""{P} Magical Shot 40"", ""effect"": """"}]",,,Metal,1,
A1-115,A1,115,Abra,A1,Genetic Apex,Common,Psychic,Pokemon,a1-115-abra,60,Basic,,"[{""info"": ""{C} Teleport"", ""effect"": ""Switch this Pok\u00e9mon with 1 of your Benched Pok\u00e9mon.""}]",,,Darkness,1,
A1-116,A1,116,Kadabra,A1,Genetic Apex,Uncommon,Psychic,Pokemon,a1-116-kadabra,80,Stage 1,Abra,"[{""info"": ""{PCC} Super Psy Bolt 60"", ""effect"": """"}]",,,Darkness,1,
A1-117,A1,117,Alakazam,A1,Genetic Apex,Rare,Psychic,Pokemon,a1-117-alakazam,130,Stage 2,Kadabra,"[{""info"": ""{PCC} Psychic 60+"", ""effect"": ""This attack does 30 more damage for each Energy attached to your opponent's Active Pok\u00e9mon.""}]",,,Darkness,2,
A1-118,A1,118,Slowpoke,A1,Genetic Apex,Common,Psychic,Pokemon,a1-118-slowpoke,70,Basic,,"[{""info"": ""{PC} Tail Whap 30"", ""effect"": """"}]",,,Darkness,2,
A1-119,A1,119,Slowbro,A1,Genetic Apex,Uncommon,Psychic,Pokemon,a1-119-slowbro,130,Stage 1,Slowpoke,"[{""info"": ""{PPC} Super Psy Bolt 80"", ""effect"": """"}]",,,Darkness,3,
A1-120,A1,120,Gastly,A1,Genetic Apex,Common,Psychic,Pokemon,a1-120-gastly,60,Basic,,"[{""info"": ""{P} Suffocating Gas 20"", ""effect"": """"}]",,,Darkness,1,
A1-121,A1,121,Haunter,A1,Genetic Apex,Uncommon,Psychic,Pokemon,a1-121-haunter,80,Stage 1,Gastly,"[{""info"": ""{P} Will-O-Wisp 30"", ""effect"": """"}]",,,Darkness,1,
A1-122,A1,122,Gengar,A1,Genetic Apex,Rare,Psychic,Pokemon,a1-122-gengar,130,Stage 2,Haunter,"[{""info"": ""{P} Bother 50"", ""effect"": ""Your opponent can't use any Supporter cards from their hand during their next turn.""}]",,,Darkness,2,
A1-123,A1,123,Gengar ex,A1,Genetic Apex,Double Rare,Psychic,Pokemon,a1-123-gengarex,170,Stage 2,Haunter,"[{""info"": ""{PPP} Spooky Shot 100"", ""effect"": """"}]","[{""info"": ""Shadowy Spellbind"", ""effect"": ""As long as this Pok\u00e9mon is in the Active Spot, your opponent can't use any Supporter cards from their hand.""}]",,Darkness,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-124,A1,124,Drowzee,A1,Genetic Apex,Common,Psychic,Pokemon,a1-124-drowzee,70,Basic,,"[{""info"": ""{PC} Mumble 30"", ""effect"": """"}]",,,Darkness,2,
A1-125,A1,125,Hypno,A1,Genetic Apex,Rare,Psychic,Pokemon,a1-125-hypno,100,Stage 1,Drowzee,"[{""info"": ""{PPC} Psypunch 50"", ""effect"": """"}]","[{""info"": ""Sleep Pendulum"", ""effect"": ""Once during your turn, you may flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Asleep.""}]",,Darkness,2,
A1-126,A1,126,Mr. Mime,A1,Genetic Apex,Uncommon,Psychic,Pokemon,a1-126-mr-mime,80,Basic,,"[{""info"": ""{PC} Barrier Attack 30"", ""effect"": ""During your opponent's next turn, this Pok\u00e9mon takes -20 damage from attacks.""}]",,,Darkness,1,
A1-127,A1,127,Jynx,A1,Genetic Apex,Common,Psychic,Pokemon,a1-127-jynx,80,Basic,,"[{""info"": ""{PC} Psychic 30+"", ""effect"": ""This attack does 20 more damage for each Energy attached to your opponent's Active Pok\u00e9mon.""}]",,,Darkness,1,
A1-128,A1,128,Mewtwo,A1,Genetic Apex,Rare,Psychic,Pokemon,a1-128-mewtwo,120,Basic,,"[{""info"": ""{PPCC} Power Blast 120"", ""effect"": ""Discard 2 {P} Energy from this Pok\u00e9mon.""}]",,,Darkness,2,
A1-129,A1,129,Mewtwo ex,A1,Genetic Apex,Double Rare,Psychic,Pokemon,a1-129-mewtwoex,150,Basic,,"[{""info"": ""{PC} Psychic Sphere 50"", ""effect"": """"}, {""info"": ""{PPCC} Psydrive 150"", ""effect"": ""Discard 2 {P} Energy from this Pok\u00e9mon.""}]",,,Darkness,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-130,A1,130,Ralts,A1,Genetic Apex,Common,Psychic,Pokemon,a1-130-ralts,60,Basic,,"[{""info"": ""{C} Ram 10"", ""effect"": """"}]",,,Darkness,1,
A1-131,A1,131,Kirlia,A1,Genetic Apex,Uncommon,Psychic,Pokemon,a1-131-kirlia,80,Stage 1,Ralts,"[{""info"": ""{PC} Smack 30"", ""effect"": """"}]",,,Darkness,1,
A1-132,A1,132,Gardevoir,A1,Genetic Apex,Rare,Psychic,Pokemon,a1-132-gardevoir,110,Stage 2,Kirlia,"[{""info"": ""{PPC} Psyshot 60"", ""effect"": """"}]","[{""info"": ""Psy Shadow"", ""effect"": ""Once during your turn, you may take 1 {P} Energy from your Energy Zone and attach it to the {P} Pok\u00e9mon in the Active Spot.""}]",,Darkness,2,
A1-133,A1,133,Woobat,A1,Genetic Apex,Common,Psychic,Pokemon,a1-133-woobat,60,Basic,,"[{""info"": ""{C} Gnaw 10"", ""effect"": """"}]",,,Darkness,1,
A1-134,A1,134,Swoobat,A1,Genetic Apex,Common,Psychic,Pokemon,a1-134-swoobat,90,Stage 1,Woobat,"[{""info"": ""{PC} Heart Stamp 60"", ""effect"": """"}]",,,Darkness,1,
A1-135,A1,135,Golett,A1,Genetic Apex,Common,Psychic,Pokemon,a1-135-golett,90,Basic,,"[{""info"": ""{PCC} Mega Punch 50"", ""effect"": """"}]",,,Darkness,3,
A1-136,A1,136,Golurk,A1,Genetic Apex,Uncommon,Psychic,Pokemon,a1-136-golurk,140,Stage 1,Golett,"[{""info"": ""{PPCC} Double Lariat 100x"", ""effect"": ""Flip 2 coins. This attack does 100 damage for each heads.""}]",,,Darkness,4,
A1-137,A1,137,Sandshrew,A1,Genetic Apex,Common,Fighting,Pokemon,a1-137-sandshrew,70,Basic,,"[{""info"": ""{F} Scratch 10"", ""effect"": """"}]",,,Grass,1,
A1-138,A1,138,Sandslash,A1,Genetic Apex,Uncommon,Fighting,Pokemon,a1-138-sandslash,100,Stage 1,Sandshrew,"[{""info"": ""{FF} Slash 70"", ""effect"": """"}]",,,Grass,2,
A1-139,A1,139,Diglett,A1,Genetic Apex,Common,Fighting,Pokemon,a1-139-diglett,50,Basic,,"[{""info"": ""{F} Mud-Slap 20"", ""effect"": """"}]",,,Grass,1,
A1-140,A1,140,Dugtrio,A1,Genetic Apex,Uncommon,Fighting,Pokemon,a1-140-dugtrio,70,Stage 1,Diglett,"[{""info"": ""{F} Dig 40"", ""effect"": ""Flip a coin. If heads, during your opponent's next turn, prevent all damage from\u2014and effects of\u2014attacks done to this Pok\u00e9mon.""}]",,,Grass,1,
A1-141,A1,141,Mankey,A1,Genetic Apex,Common,Fighting,Pokemon,a1-141-mankey,60,Basic,,"[{""info"": ""{F} Low Kick 20"", ""effect"": """"}]",,,Psychic,1,
A1-142,A1,142,Primeape,A1,Genetic Apex,Uncommon,Fighting,Pokemon,a1-142-primeape,90,Stage 1,Mankey,"[{""info"": ""{FF} Fight Back 40+"", ""effect"": ""If this Pok\u00e9mon has damage on it, this attack does 60 more damage.""}]",,,Psychic,1,
A1-143,A1,143,Machop,A1,Genetic Apex,Common,Fighting,Pokemon,a1-143-machop,70,Basic,,"[{""info"": ""{F} Knuckle Punch 20"", ""effect"": """"}]",,,Psychic,2,
A1-144,A1,144,Machoke,A1,Genetic Apex,Uncommon,Fighting,Pokemon,a1-144-machoke,100,Stage 1,Machop,"[{""info"": ""{FF} Strength 50"", ""effect"": """"}]",,,Psychic,2,
A1-145,A1,145,Machamp,A1,Genetic Apex,Rare,Fighting,Pokemon,a1-145-machamp,150,Stage 2,Machoke,"[{""info"": ""{FFF} Seismic Toss 100"", ""effect"": """"}]",,,Psychic,3,
A1-146,A1,146,Machamp ex,A1,Genetic Apex,Double Rare,Fighting,Pokemon,a1-146-machampex,180,Stage 2,Machoke,"[{""info"": ""{FFF} Mega Punch 120"", ""effect"": """"}]",,,Psychic,3,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-147,A1,147,Geodude,A1,Genetic Apex,Common,Fighting,Pokemon,a1-147-geodude,70,Basic,,"[{""info"": ""{F} Tackle 20"", ""effect"": """"}]",,,Grass,2,
A1-148,A1,148,Graveler,A1,Genetic Apex,Uncommon,Fighting,Pokemon,a1-148-graveler,100,Stage 1,Geodude,"[{""info"": ""{FCC} Rollout 70"", ""effect"": """"}]",,,Grass,3,
A1-149,A1,149,Golem,A1,Genetic Apex,Rare,Fighting,Pokemon,a1-149-golem,160,Stage 2,Graveler,"[{""info"": ""{FCCC} Double-Edge 150"", ""effect"": ""This Pok\u00e9mon also does 50 damage to itself.""}]",,,Grass,4,
A1-150,A1,150,Onix,A1,Genetic Apex,Uncommon,Fighting,Pokemon,a1-150-onix,110,Basic,,"[{""info"": ""{FFF} Land Crush 70"", ""effect"": """"}]",,,Grass,4,
A1-151,A1,151,Cubone,A1,Genetic Apex,Common,Fighting,Pokemon,a1-151-cubone,60,Basic,,"[{""info"": ""{C} Growl"", ""effect"": ""During your opponent's next turn, attacks used by the Defending Pok\u00e9mon do -20 damage.""}]",,,Grass,1,
A1-152,A1,152,Marowak,A1,Genetic Apex,Uncommon,Fighting,Pokemon,a1-152-marowak,100,Stage 1,Cubone,"[{""info"": ""{F} Bone Beatdown 40"", ""effect"": """"}]",,,Grass,1,
A1-153,A1,153,Marowak ex,A1,Genetic Apex,Double Rare,Fighting,Pokemon,a1-153-marowakex,140,Stage 1,Cubone,"[{""info"": ""{FF} Bonemerang 80x"", ""effect"": ""Flip 2 coins. This attack does 80 damage for each heads.""}]",,,Grass,1,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-154,A1,154,Hitmonlee,A1,Genetic Apex,Common,Fighting,Pokemon,a1-154-hitmonlee,80,Basic,,"[{""info"": ""{F} Stretch Kick"", ""effect"": ""This attack does 30 damage to 1 of your opponent's Benched Pok\u00e9mon.""}]",,,Psychic,1,
A1-155,A1,155,Hitmonchan,A1,Genetic Apex,Common,Fighting,Pokemon,a1-155-hitmonchan,80,Basic,,"[{""info"": ""{F} Jab 30"", ""effect"": """"}]",,,Psychic,1,
A1-156,A1,156,Rhyhorn,A1,Genetic Apex,Common,Fighting,Pokemon,a1-156-rhyhorn,80,Basic,,"[{""info"": ""{FFC} Tackle 60"", ""effect"": """"}]",,,Grass,3,
A1-157,A1,157,Rhydon,A1,Genetic Apex,Uncommon,Fighting,Pokemon,a1-157-rhydon,120,Stage 1,Rhyhorn,"[{""info"": ""{FFFC} Horn Drill 100"", ""effect"": """"}]",,,Grass,4,
A1-158,A1,158,Kabuto,A1,Genetic Apex,Uncommon,Fighting,Pokemon,a1-158-kabuto,90,Stage 1,Dome Fossil,"[{""info"": ""{F} Shell Attack 40"", ""effect"": """"}]",,,Grass,1,
A1-159,A1,159,Kabutops,A1,Genetic Apex,Rare,Fighting,Pokemon,a1-159-kabutops,140,Stage 2,Kabuto,"[{""info"": ""{F} Leech Life 50"", ""effect"": ""Heal from this Pok\u00e9mon the same amount of damage you did to your opponent's Active Pok\u00e9mon.""}]",,,Grass,1,
A1-160,A1,160,Mienfoo,A1,Genetic Apex,Common,Fighting,Pokemon,a1-160-mienfoo,60,Basic,,"[{""info"": ""{C} Pound 20"", ""effect"": """"}]",,,Psychic,1,
A1-161,A1,161,Mienshao,A1,Genetic Apex,Uncommon,Fighting,Pokemon,a1-161-mienshao,80,Stage 1,Mienfoo,"[{""info"": ""{C} Spiral Kick 40"", ""effect"": """"}]",,,Psychic,1,
A1-162,A1,162,Clobbopus,A1,Genetic Apex,Common,Fighting,Pokemon,a1-162-clobbopus,80,Basic,,"[{""info"": ""{FC} Knuckle Punch 30"", ""effect"": """"}]",,,Psychic,2,
A1-163,A1,163,Grapploct,A1,Genetic Apex,Uncommon,Fighting,Pokemon,a1-163-grapploct,130,Stage 1,Clobbopus,"[{""info"": ""{FFC} Knock Back 70"", ""effect"": ""Switch out your opponent's Active Pok\u00e9mon to the Bench. <span class=\""reminder-text\"">(Your opponent chooses the new Active Pok\u00e9mon.)</span>""}]",,,Psychic,3,
A1-164,A1,164,Ekans,A1,Genetic Apex,Common,Darkness,Pokemon,a1-164-ekans,60,Basic,,"[{""info"": ""{D} Bite 20"", ""effect"": """"}]",,,Fighting,1,
A1-165,A1,165,Arbok,A1,Genetic Apex,Uncommon,Darkness,Pokemon,a1-165-arbok,100,Stage 1,Ekans,"[{""info"": ""{DC} Corner 60"", ""effect"": ""During your opponent's next turn, the Defending Pok\u00e9mon can't retreat.""}]",,,Fighting,2,
A1-166,A1,166,Nidoran♀,A1,Genetic Apex,Common,Darkness,Pokemon,a1-166-nidoran,60,Basic,,"[{""info"": ""{D} Call for Family"", ""effect"": ""Put 1 random Nidoran\u2642 from your deck onto your Bench.""}]",,,Fighting,1,
A1-167,A1,167,Nidorina,A1,Genetic Apex,Uncommon,Darkness,Pokemon,a1-167-nidorina,80,Stage 1,Nidoran♀,"[{""info"": ""{D} Bite 30"", ""effect"": """"}]",,,Fighting,1,
A1-168,A1,168,Nidoqueen,A1,Genetic Apex,Rare,Darkness,Pokemon,a1-168-nidoqueen,140,Stage 2,Nidorina,"[{""info"": ""{DDC} Lovestrike 80+"", ""effect"": ""This attack does 50 more damage for each of your Benched Nidoking.""}]",,,Fighting,2,
A1-169,A1,169,Nidoran♂,A1,Genetic Apex,Common,Darkness,Pokemon,a1-169-nidoran,60,Basic,,"[{""info"": ""{D} Peck 20"", ""effect"": """"}]",,,Fighting,1,
A1-170,A1,170,Nidorino,A1,Genetic Apex,Uncommon,Darkness,Pokemon,a1-170-nidorino,90,Stage 1,Nidoran♂,"[{""info"": ""{DC} Horn Attack 40"", ""effect"": """"}]",,,Fighting,2,
A1-171,A1,171,Nidoking,A1,Genetic Apex,Rare,Darkness,Pokemon,a1-171-nidoking,150,Stage 2,Nidorino,"[{""info"": ""{DDC} Poison Horn 90"", ""effect"": ""Your opponent's Active Pok\u00e9mon is now Poisoned.""}]",,,Fighting,3,
A1-172,A1,172,Zubat,A1,Genetic Apex,Common,Darkness,Pokemon,a1-172-zubat,50,Basic,,"[{""info"": ""{C} Glide 10"", ""effect"": """"}]",,,Fighting,1,
A1-173,A1,173,Golbat,A1,Genetic Apex,Uncommon,Darkness,Pokemon,a1-173-golbat,70,Stage 1,Zubat,"[{""info"": ""{C} Wing Attack 40"", ""effect"": """"}]",,,Fighting,1,
A1-174,A1,174,Grimer,A1,Genetic Apex,Common,Darkness,Pokemon,a1-174-grimer,70,Basic,,"[{""info"": ""{D} Poison Gas 10"", ""effect"": ""Your opponent's Active Pok\u00e9mon is now Poisoned.""}]",,,Fighting,3,
A1-175,A1,175,Muk,A1,Genetic Apex,Rare,Darkness,Pokemon,a1-175-muk,130,Stage 1,Grimer,"[{""info"": ""{DDC} Venoshock 70+"", ""effect"": ""If your opponent's Active Pok\u00e9mon is Poisoned, this attack does 50 more damage.""}]",,,Fighting,3,
A1-176,A1,176,Koffing,A1,Genetic Apex,Common,Darkness,Pokemon,a1-176-koffing,70,Basic,,"[{""info"": ""{D} Suffocating Gas 20"", ""effect"": """"}]",,,Fighting,1,
A1-177,A1,177,Weezing,A1,Genetic Apex,Rare,Darkness,Pokemon,a1-177-weezing,110,Stage 1,Koffing,"[{""info"": ""{D} Tackle 30"", ""effect"": """"}]","[{""info"": ""Gas Leak"", ""effect"": ""Once during your turn, if this Pok\u00e9mon is in the Active Spot, you may make your opponent's Active Pok\u00e9mon Poisoned.""}]",,Fighting,3,
A1-178,A1,178,Mawile,A1,Genetic Apex,Common,Metal,Pokemon,a1-178-mawile,70,Basic,,"[{""info"": ""{M} Crunch 20"", ""effect"": ""Flip a coin. If heads, discard a random Energy from your opponent's Active Pok\u00e9mon.""}]",,,Fire,1,
A1-179,A1,179,Pawniard,A1,Genetic Apex,Common,Metal,Pokemon,a1-179-pawniard,50,Basic,,"[{""info"": ""{M} Pierce 30"", ""effect"": """"}]",,,Fire,1,
A1-180,A1,180,Bisharp,A1,Genetic Apex,Uncommon,Metal,Pokemon,a1-180-bisharp,90,Stage 1,Pawniard,"[{""info"": ""{MM} Metal Claw 70"", ""effect"": """"}]",,,Fire,1,
A1-181,A1,181,Meltan,A1,Genetic Apex,Common,Metal,Pokemon,a1-181-meltan,60,Basic,,"[{""info"": ""{M} Amass"", ""effect"": ""Take 1 {M} Energy from your Energy Zone and attach it to this Pok\u00e9mon.""}]",,,Fire,1,
A1-182,A1,182,Melmetal,A1,Genetic Apex,Rare,Metal,Pokemon,a1-182-melmetal,130,Stage 1,Meltan,"[{""info"": ""{MMMC} Heavy Impact 120"", ""effect"": """"}]","[{""info"": ""Hard Coat"", ""effect"": ""This Pok\u00e9mon takes -20 damage from attacks.""}]",,Fire,3,
A1-183,A1,183,Dratini,A1,Genetic Apex,Common,Dragon,Pokemon,a1-183-dratini,70,Basic,,"[{""info"": ""{WL} Ram 40"", ""effect"": """"}]",,,none,1,
A1-184,A1,184,Dragonair,A1,Genetic Apex,Uncommon,Dragon,Pokemon,a1-184-dragonair,100,Stage 1,Dratini,"[{""info"": ""{WLC} Tail Smack 80"", ""effect"": """"}]",,,none,1,
A1-185,A1,185,Dragonite,A1,Genetic Apex,Rare,Dragon,Pokemon,a1-185-dragonite,160,Stage 2,Dragonair,"[{""info"": ""{WLCC} Draco Meteor"", ""effect"": ""1 of your opponent's Pok\u00e9mon is chosen at random 4 times. For each time a Pok\u00e9mon was chosen, do 50 damage to it.""}]",,,none,3,
A1-186,A1,186,Pidgey,A1,Genetic Apex,Common,Colorless,Pokemon,a1-186-pidgey,60,Basic,,"[{""info"": ""{C} Gust 10"", ""effect"": """"}]",,,Lightning,1,
A1-187,A1,187,Pidgeotto,A1,Genetic Apex,Common,Colorless,Pokemon,a1-187-pidgeotto,80,Stage 1,Pidgey,"[{""info"": ""{C} Gust 30"", ""effect"": """"}]",,,Lightning,1,
A1-188,A1,188,Pidgeot,A1,Genetic Apex,Rare,Colorless,Pokemon,a1-188-pidgeot,130,Stage 2,Pidgeotto,"[{""info"": ""{CC} Wing Attack 70"", ""effect"": """"}]","[{""info"": ""Drive Off"", ""effect"": ""Once during your turn, you may switch out your opponent's Active Pok\u00e9mon to the Bench. <span class=\""reminder-text\"">(Your opponent chooses the new Active Pok\u00e9mon.)</span>""}]",,Lightning,1,
A1-189,A1,189,Rattata,A1,Genetic Apex,Common,Colorless,Pokemon,a1-189-rattata,40,Basic,,"[{""info"": ""{C} Gnaw 20"", ""effect"": """"}]",,,Fighting,1,
A1-190,A1,190,Raticate,A1,Genetic Apex,Common,Colorless,Pokemon,a1-190-raticate,80,Stage 1,Rattata,"[{""info"": ""{C} Bite 40"", ""effect"": """"}]",,,Fighting,1,
A1-191,A1,191,Spearow,A1,Genetic Apex,Common,Colorless,Pokemon,a1-191-spearow,60,Basic,,"[{""info"": ""{C} Peck 20"", ""effect"": """"}]",,,Lightning,1,
A1-192,A1,192,Fearow,A1,Genetic Apex,Common,Colorless,Pokemon,a1-192-fearow,100,Stage 1,Spearow,"[{""info"": ""{CC} Drill Run 50"", ""effect"": ""Flip a coin. If heads, discard a random Energy from your opponent's Active Pok\u00e9mon.""}]",,,Lightning,1,
A1-193,A1,193,Jigglypuff,A1,Genetic Apex,Common,Colorless,Pokemon,a1-193-jigglypuff,60,Basic,,"[{""info"": ""{CC} Pound 30"", ""effect"": """"}]",,,Fighting,1,
A1-194,A1,194,Wigglytuff,A1,Genetic Apex,Common,Colorless,Pokemon,a1-194-wigglytuff,100,Stage 1,Jigglypuff,"[{""info"": ""{CC} Hyper Voice 60"", ""effect"": """"}]",,,Fighting,2,
A1-195,A1,195,Wigglytuff ex,A1,Genetic Apex,Double Rare,Colorless,Pokemon,a1-195-wigglytuffex,140,Stage 1,Jigglypuff,"[{""info"": ""{CCC} Sleepy Song 80"", ""effect"": ""Your opponent's Active Pok\u00e9mon is now Asleep.""}]",,,Fighting,2,"When your Pokémon ex is Knocked Out, your opponent gets 2 points."
A1-196,A1,196,Meowth,A1,Genetic Apex,Common,Colorless,Pokemon,a1-196-meowth,60,Basic,,"[{""info"": ""{C} Pay Day 10"", ""effect"": ""Draw 1 card.""}]",,,Fighting,1,
A1-197,A1,197,Persian,A1,Genetic Apex,Uncommon,Colorless,Pokemon,a1-197-persian,90,Stage 1,Meowth,"[{""info"": ""{CC} Shadow Claw 40"", ""effect"": ""Flip a coin. If heads, discard a random card from your opponent's hand.""}]",,,Fighting,1,
A1-198,A1,198,Farfetch'd,A1,Genetic Apex,Common,Colorless,Pokemon,a1-198-farfetchd,60,Basic,,"[{""info"": ""{C} Leek Slap 40"", ""effect"": """"}]",,,Lightning,1,
A1-199,A1,199,Doduo,A1,Genetic Apex,Common,Colorless,Pokemon,a1-199-doduo,60,Basic,,"[{""info"": ""{C} Peck 20"", ""effect"": """"}]",,,Lightning,1,
A1-200,A1,200,Dodrio,A1,Genetic Apex,Uncommon,Colorless,Pokemon,a1-200-dodrio,80,Stage 1,Doduo,"[{""info"": ""{C} Drill Peck 40"", ""effect"": """"}]",,,Lightning,0,
A1-201,A1,201,Lickitung,A1,Genetic Apex,Uncommon,Colorless,Pokemon,a1-201-lickitung,90,Basic,,"[{""info"": ""{CCC} Continuous Lick 60x"", ""effect"": ""Flip a coin until you get tails. This attack does 60 damage for each heads.""}]",,,Fighting,3,
A1-202,A1,202,Chansey,A1,Genetic Apex,Uncommon,Colorless,Pokemon,a1-202-chansey,120,Basic,,"[{""info"": ""{CCC} Gentle Slap 60"", ""effect"": """"}]",,,Fighting,3,
A1-203,A1,203,Kangaskhan,A1,Genetic Apex,Rare,Colorless,Pokemon,a1-203-kangaskhan,100,Basic,,"[{""info"": ""{C} Dizzy Punch 30x"", ""effect"": ""Flip 2 coins. This attack does 30 damage for each heads.""}]",,,Fighting,3,
A1-204,A1,204,Tauros,A1,Genetic Apex,Uncommon,Colorless,Pokemon,a1-204-tauros,100,Basic,,"[{""info"": ""{CC} Horn Attack 50"", ""effect"": """"}]",,,Fighting,2,
A1-205,A1,205,Ditto,A1,Genetic Apex,Rare,Colorless,Pokemon,a1-205-ditto,70,Basic,,"[{""info"": ""{C} Copy Anything"", ""effect"": ""Choose 1 of your opponent's Pok\u00e9mon's attacks and use it as this attack. If this Pok\u00e9mon doesn't have the necessary Energy to use that attack, this attack does nothing.""}]",,,Fighting,1,
A1-206,A1,206,Eevee,A1,Genetic Apex,Common,Colorless,Pokemon,a1-206-eevee,60,Basic,,"[{""info"": ""{C} Tackle 20"", ""effect"": """"}]",,,Fighting,1,
A1-207,A1,207,Eevee,A1,Genetic Apex,Common,Colorless,Pokemon,a1-207-eevee,60,Basic,,"[{""info"": ""{C} Tackle 20"", ""effect"": """"}]",,,Fighting,1,
A1-208,A1,208,Eevee,A1,Genetic Apex,Common,Colorless,Pokemon,a1-208-eevee,60,Basic,,"[{""info"": ""{C} Tackle 20"", ""effect"": """"}]",,,Fighting,1,
A1-209,A1,209,Porygon,A1,Genetic Apex,Uncommon,Colorless,Pokemon,a1-209-porygon,50,Basic,,"[{""info"": ""{C} Sharpen 20"", ""effect"": """"}]","[{""info"": ""Data Scan"", ""effect"": ""Once during your turn, you may look at the top card of your deck.""}]",,Fighting,1,
A1-210,A1,210,Aerodactyl,A1,Genetic Apex,Rare,Colorless,Pokemon,a1-210-aerodactyl,100,Stage 1,Old Amber,"[{""info"": ""{CC} Primal Wingbeat"", ""effect"": ""Flip a coin. If heads, your opponent shuffles their Active Pok\u00e9mon back into their deck.""}]",,,Lightning,1,
A1-211,A1,211,Snorlax,A1,Genetic Apex,Rare,Colorless,Pokemon,a1-211-snorlax,150,Basic,,"[{""info"": ""{CCCC} Rollout 70"", ""effect"": """"}]",,,Fighting,4,
A1-212,A1,212,Minccino,A1,Genetic Apex,Common,Colorless,Pokemon,a1-212-minccino,60,Basic,,"[{""info"": ""{C} Tail Smack 20"", ""effect"": """"}]",,,Fighting,1,
A1-213,A1,213,Cinccino,A1,Genetic Apex,Uncommon,Colorless,Pokemon,a1-213-cinccino,90,Stage 1,Minccino,"[{""info"": ""{CCC} Do the Wave 30x"", ""effect"": ""This attack does 30 damage for each of your Benched Pok\u00e9mon.""}]",,,Fighting,1,
A1-214,A1,214,Wooloo,A1,Genetic Apex,Common,Colorless,Pokemon,a1-214-wooloo,70,Basic,,"[{""info"": ""{CC} Tackle 30"", ""effect"": """"}]",,,Fighting,1,
A1-215,A1,215,Dubwool,A1,Genetic Apex,Common,Colorless,Pokemon,a1-215-dubwool,120,Stage 1,Wooloo,"[{""info"": ""{CCC} Rolling Tackle 80"", ""effect"": """"}]",,,Fighting,2,
A1-216,A1,216,Helix Fossil,A1,Genetic Apex,Common,,Item,a1-216-helix-fossil,40,Item,,,,"Play this card as if it were a 40-HP Basic {C} Pokémon.<br>At any time during your turn, you may discard this card from play.<br>This card can't retreat.",,,
A1-217,A1,217,Dome Fossil,A1,Genetic Apex,Common,,Item,a1-217-dome-fossil,40,Item,,,,"Play this card as if it were a 40-HP Basic {C} Pokémon.<br>At any time during your turn, you may discard this card from play.<br>This card can't retreat.",,,
A1-218,A1,218,Old Amber,A1,Genetic Apex,Common,,Item,a1-218-old-amber,40,Item,,,,"Play this card as if it were a 40-HP Basic {C} Pokémon.<br>At any time during your turn, you may discard this card from play.<br>This card can't retreat.",,,
A1-219,A1,219,Erika,A1,Genetic Apex,Uncommon,,Supporter,a1-219-erika,0,Supporter,,,,Heal 50 damage from 1 of your {G} Pokémon.,,,
A1-220,A1,220,Misty,A1,Genetic Apex,Uncommon,,Supporter,a1-220-misty,0,Supporter,,,,"Choose 1 of your {W} Pokémon, and flip a coin until you get tails. For each heads, take a {W} Energy from your Energy Zone and attach it to that Pokémon.",,,
